timestamp_ms,equity,balance,position_qty,position_entry_price,unrealized_pnl,realized_pnl,fees_paid,drawdown_pct,snapshot_version,global_halted
1700000000000,10000.0,10000.0,0,0,0.0,0,0,0,1,False
1700000060000,10000.0,10000.0,0,0,0.0,0,0,0,2,False
1700000120000,10000.0,10000.0,0,0,0.0,0,0,0,3,False
1700000180000,10000.0,10000.0,0,0,0.0,0,0,0,4,False
1700000240000,10000.0,10000.0,0,0,0.0,0,0,0,5,False
1700000300000,10000.0,10000.0,0,0,0.0,0,0,0,6,False
1700000360000,10000.0,10000.0,0,0,0.0,0,0,0,7,False
1700000420000,10000.0,10000.0,0,0,0.0,0,0,0,8,False
1700000480000,10000.0,10000.0,0,0,0.0,0,0,0,9,False
1700000540000,10000.0,10000.0,0,0,0.0,0,0,0,10,False
1700000600000,10000.0,10000.0,0,0,0.0,0,0,0,11,False
1700000660000,10000.0,10000.0,0,0,0.0,0,0,0,12,False
1700000720000,10000.0,10000.0,0,0,0.0,0,0,0,13,False
1700000780000,10000.0,10000.0,0,0,0.0,0,0,0,14,False
1700000840000,10000.0,10000.0,0,0,0.0,0,0,0,15,False
1700000900000,10000.0,10000.0,0,0,0.0,0,0,0,16,False
1700000960000,10000.0,10000.0,0,0,0.0,0,0,0,17,False
1700001020000,10000.0,10000.0,0,0,0.0,0,0,0,18,False
1700001080000,10000.0,10000.0,0,0,0.0,0,0,0,19,False
1700001140000,10000.0,10000.0,0,0,0.0,0,0,0,20,False
1700001200000,10000.0,10000.0,0,0,0.0,0,0,0,21,False
1700001260000,10000.0,10000.0,0,0,0.0,0,0,0,22,False
1700001320000,10000.0,10000.0,0,0,0.0,0,0,0,23,False
1700001380000,10000.0,10000.0,0,0,0.0,0,0,0,24,False
1700001440000,10000.0,10000.0,0,0,0.0,0,0,0,25,False
1700001500000,10000.0,10000.0,0,0,0.0,0,0,0,26,False
1700001560000,10000.0,10000.0,0,0,0.0,0,0,0,27,False
1700001620000,10000.0,10000.0,0,0,0.0,0,0,0,28,False
1700001680000,10000.0,10000.0,0,0,0.0,0,0,0,29,False
1700001740000,10000.0,10000.0,0,0,0.0,0,0,0,30,False
1700001800000,542.14988091354707,535.806393,0.187,50610.66,6.34348791354707,0,0,0.945785011908645293,31,False
1700001860000,545.294444390397052,535.806393,0.187,50610.66,9.488051390397052,0,0,0.9454705555609602948,32,False
1700001920000,535.33314927387835,535.806393,0.187,50610.66,-0.47324372612165,0,0,0.946466685072612165,33,False
1700001980000,530.005458300244145,535.806393,0.187,50610.66,-5.800934699755855,0,0,0.9469994541699755855,34,False
1700002040000,526.75598797962724,535.806393,0.187,50610.66,-9.05040502037276,0,0,0.947324401202037276,35,False
1700002100000,521.88957706557508,535.806393,0.187,50610.66,-13.91681593442492,0,0,0.947811042293442492,36,False
1700002160000,527.79175328513481,535.806393,0.187,50610.66,-8.01463971486519,0,0,0.947220824671486519,37,False
1700002220000,526.58572887886769,535.806393,0.187,50610.66,-9.22066412113231,0,0,0.947341427112113231,38,False
1700002280000,522.59359524420357,535.806393,0.187,50610.66,-13.21279775579643,0,0,0.947740640475579643,39,False
